Customer,Unit #,VIN,Year,Make / Model
EVEREST EXPRESS,549570,3AKJHHDR2NSNK5293,2022,Freightliner Cascadia
Moonstar Express LLC.,55,1TTE5320981083699,2008,Transcraft Transcraft
YNS TRUCKING LLC,55,3AKJGLDV5DSFH0311,2013,Freightliner Cascadia
GLOBAL CARGO INC,55,4V4NC9EH0KN243818,2019,Volvo VNL
TAMERLAN,55,4V4NC9EH5EN158056,2014,Volvo VNL
AFG TRANSPORT,55,4V4NC9EJ4KN904334,2019,Volvo VNL
BOSS EXPRESS,55,4V4NC9EJ6KN904500,2019,Volvo VNL
Aga Express,55,4V4NC9TG37N438684,2007,Volvo VNL
YNS TRUCKING LLC,5501,3AKJHHDR0LSLC7658,2020,Freightliner Cascadia
PINTO EXPRESS,5506,1GR1A9626SB715506,2025,Great Dane Trailers Great Dane Trailers
PACED DELIVERY LLC,5508,3HAMMMML8KL055508,2019,International MA025
SEIZE THE WAY INC,5510,1DW1A5320KBA29613,2019,Stoughton trailers Stoughton trailers
SEIZE THE WAY INC,5518,1DW1A5323NSA79653,2022,Stoughton trailers Stoughton trailers
SEIZE THE WAY INC,5519,1DW1A5325NSA79654,2022,Stoughton trailers Stoughton trailers
SEIZE THE WAY INC,5520,1DW1A5327NSA79655,2022,Stoughton trailers Stoughton trailers
SEIZE THE WAY INC,5521,1DW1A5329NSA79656,2022,Stoughton trailers Stoughton trailers
SEIZE THE WAY INC,5522,1DW1A5320NSA79657,2022,Stoughton trailers Stoughton trailers
SEIZE THE WAY INC,5523,1DW1A5322NSA79658,2022,Stoughton trailers Stoughton trailers
RAM EXPRESS INC.,552364,1FUJGLDY0GLGY7053,2016,Freightliner Cascadia
ROYCE LLC,5539,1FUJHHDR3MLMJ5539,2021,Freightliner Cascadia
BLUE DIAMONDS GROUP LLC,555,1FUJHHDR0LLLY5317,2020,Freightliner Cascadia
IMS LINE,555,1FUJHHDR0LLLY5317,2020,Freightliner Cascadia
Moonstar Express LLC.,555,3AKJGLD57FSGF8411,2015,Freightliner Cascadia
Moonstar Express LLC.,555,3AKJGLDRXGSGR6482,2016,Freightliner Cascadia
Exclusive cargo,555,3AKJHHDR0JSKB1969,2018,Freightliner Cascadia
ROYCE LLC,555,3AKJHHDR0LSLT8857,2020,Freightliner Cascadia
US DAR,555,3AKJHHDR2NSMC1401,2022,Freightliner Cascadia
STW LTO,555,3AKJHHDR2NSND7245,2022,"Freightliner New Cascadia 126 Sleepercab"""
BIG DUCK TRUCKING,555,3AKJHHDR3KSKB1837,2019,Freightliner Cascadia
RAMAZON EXPRESS LLC,555,3AKJHHDR5LSLK0063,2020,Freightliner Cascadia
EXPRESS TRANSPORT,555,3AKJHHDR6LSLU7966,2020,Freightliner Cascadia
DELL EXPRESS LLC,555,3AKJHHDR6LSLU7966,2020,Freightliner Cascadia
TRUST TRANSPORTATION INC,555,3AKJHHDR8LSLK1322,2020,Freightliner Cascadia
US CARGO TRUCKING,555,3AKJHHDRXNSMZ0289,2022,"Freightliner New Cascadia 126 Sleepercab"""
V AND T EXPRESS LLC,555,4V4NC9EH6GN946170,2016,Volvo VNL
BEK TRANSPORTATION,555,4V4NC9EJ2JN896491,2018,Volvo VNL
TRABZON EXPRESS,555,4V4NC9EJ6LN204557,2020,Volvo VNL
AIR GROUP LLC,555,4V4NC9EJ6RN641001,2024,Volvo VNL
BEK Trans,555,4V4NC9EJ7KN904618,2019,Volvo VNL
"General Freight Experts, INC",555,KLKJ4545,2019,Freightliner Cascadia
SEIZE THE WAY INC,5552,1DW1A5329RBB64292,2024,Stoughton trailers Stoughton trailers
SEIZE THE WAY INC,5553,1DW1A5320RBB64293,2024,Stoughton trailers Stoughton trailers
GG CARGO,555397,3H3V532C0FT325097,2015,Hyundai Translead Hyundai Translead Trailers
SEIZE THE WAY INC,5554,1DW1A5326RBB64296,2024,Stoughton trailers Stoughton trailers
SEIZE THE WAY INC,5555,1DW1A5328RBB64297,2024,Stoughton trailers Stoughton trailers
HUMO Transportation Services,5555,3AKJHHDR4JSJP6860,2018,Freightliner Cascadia
K2A LINES,5555,3AKJHHDR6KSKC2847,2019,Freightliner Cascadia
ROADTRANS INC,5555,4V4NC9EH5NN602052,2022,Volvo VNL
ROYCE LLC,5555,4V4NC9EJ9LN222471,2020,Volvo VNL
ARTWO LLC,5555,4V4NC9EJ9LN222471,2020,Volvo VNL
SEIZE THE WAY INC,5556,1DW1A532XRBB64298,2024,Stoughton trailers Stoughton trailers
SEIZE THE WAY INC,5557,1DW1A5321RBB64299,2024,Stoughton trailers Stoughton trailers
SEIZE THE WAY INC,5558,1DW1A5324RBB64300,2024,Stoughton trailers Stoughton trailers
SEIZE THE WAY INC,5559,1DW1A5326RBB64301,2024,Stoughton trailers Stoughton trailers
VIP Global Inc.,556,3AKJHHDR7JSHG9465,2018,Freightliner New Cascadia 126
SEIZE THE WAY INC,5560,1DW1A5328RBB64302,2024,Stoughton trailers Stoughton trailers
Northeast Transport LLC,558,4V4N99EHXFN191411,2015,Volvo VNL
SHOD EXPRESS LLC,559694,3H3V532K0TS412636,2026,Hyundai Translead Trailers Hyundai Translead Trailers
BURAQ LIMITED,56,3AKJHHDR1PSUE1044,2023,Freightliner Cascadia
JBM CARGO,56,3AKJHHDR1PSUE1044,2023,Freightliner Cascadia
ROYCE LLC,5607,1FUJHHDR5MLMJ5607,2021,Freightliner Cascadia
FRONTLINE EXPRESS,561,1UYVS2535M7383561,2021,Utility Trailer Manufacturer Utility Trailer Manufacturer
ROYCE LLC,561,4V4NC9EH9JN886716,2018,Volvo VNL
ROYCE LLC,561,4V4NC9EH9NN603561,2022,Volvo VNL
HUMO Transportation Services,562187,3HSDZAPR9KN762651,2019,International LT625
METRO TRAILER,5622078,1JJV53206NL303869,[METR,O TRAILER's Unit]
GOLDEN TOUCH LOGISTICS LLC,5624905,1JJV532D0RL373776,2024,Wabash Vans Dry Van Duraplate
ROYCE LLC,5628,1FUJHHDR2MLMJ5628,2021,Freightliner Cascadia
GAMIY FREIGHT LLC,5628,1FUJHHDR2MLMJ5628,2021,Freightliner Cascadia
PINTO EXPRESS,5662,3AKJHHDR9NSMZ5662,2022,Freightliner New Cascadia 126
DODO EXPRESS,5664,3AKJHHDRXLSLZ5664,2020,Freightliner Cascadia
Midstate Trucking LLC,568,4V4NC9EH4GN952081,2016,Volvo VNL
GOLDEN TOUCH LOGISTICS LLC,5686,3AKJGLD53GSGZ5686,2016,Freightliner Cascadia
NUR TRANSPORTATION,5686,3AKJGLD53GSGZ5686,2016,Freightliner Cascadia
Midstate Trucking LLC,569,4V4NC9EH2JN987340,2018,Volvo VNL
MSH WESTERN INC,570,4V4NC9EH5HN991957,2017,Volvo VNL
Midstate Trucking LLC,570,4V4NC9EH8KN901675,2019,Volvo VNL
PATAGONIA,571,1FUJHHDR5NLNC0273,2022,Freightliner Cascadia
TRABZON EXPRESS,571,1XKYDP9X4JJ202372,2018,Kenworth T680
ROBOT TRUCKING LLC,571,3AKJHHDR0NSNB8550,2022,Freightliner Cascadia
Pro Logistics,571,3AKJHHDRXJSHU5679,2018,"Freightliner New Cascadia 126 Sleepercab"""
MITCH TRANSPORT LLC,571,3AKJHHDRXSSWF0937,2025,Freightliner Cascadia
BIG DUCK TRUCKING,571,4V4NC9EG2LN223210,2020,Volvo VNL
DADAKHON TRANS CORP,571,4V4NC9EH3RN624573,2024,Volvo VNL
GOLDEN TOUCH LOGISTICS LLC,571,4V4NC9EH7LN251108,2020,Volvo VNL
GOLDMAN EXPRESS,571,4V4NC9EJ5RN632452,1994,Volvo Truck VNL
FRONTLINE EXPRESS,571,5V8VC5322RM407571,2024,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
AS CARGO,572,3AKJGLD58FSGC9144,2015,Freightliner Cascadia
DADAKHON TRANS CORP,572,3AKJHHDR0LSLZ3437,2020,Freightliner Cascadia
AVESTO,572,3AKJHHDR0LSLZ3437,2020,Freightliner Cascadia
FRONTLINE EXPRESS,572,5V8VC5324RM407572,2024,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
AOG CARRIERS,573,3AKJHHDR4NSNB1200,2022,Freightliner Cascadia
FRONTLINE EXPRESS,573,3AKJHHDR5MSMU3573,2021,Freightliner Cascadia
FRONTLINE EXPRESS,573,5V8VC5326RM407573,2024,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
ATC FAMILY TRANSPORT,5732,1RND53A28FR035732,2015,Reitnouer Inc Trailers Reitnouer Inc Trailers
FRONTLINE EXPRESS,574,5V8VC5328RM407574,2024,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
ADAGIUM INC,574655,3AKJHHFG9PSNY4310,2023,Freightliner Cascadia
ITF GROUP LLC,574853,3AKJHHDR1NSNP5764,2022,Freightliner Cascadia
OBARKER TRUCKING LLC,575,3AKJHHDR3LSLR0693,2020,Freightliner Cascadia
Midstate Trucking LLC,575,4V4NC9EH1KN206342,2019,Volvo VNL
FRONTLINE EXPRESS,575,5V8VC532XRM407575,2024,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
ROYCE LLC,5756,4V4NC9EH1LN245756,2020,Volvo VNL
TURON TRANS,577,4V4NC9EH0LN219410,2020,Volvo VNL
FRONTLINE EXPRESS,577,5V8VC5323RM407577,2024,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
LANDSTAR,577082,3HSDJAPR0GN109737,2016,International LF687
PINTO EXPRESS,5775,1DW1A5329JBA05082,2018,Stoughton trailers Stoughton trailers
UTL TRUCKING LLC,58,1GR1A0629PB510958,2023,Great Dane Trailers Great Dane Trailers
NORTHEAST AND BEYOND,58,3AKJHHDR6MSMT7930,2021,Freightliner New Cascadia 126
OBARKER TRUCKING LLC,58,3AKJHHDR6MSMT7930,2021,Freightliner Cascadia
KAVKAZ,58,4V4NC9EH9CN547781,2012,Volvo VNL
Midstate Trucking LLC,580,3AKJHHDR8PSUG9973,2023,Freightliner Cascadia
THERMO TRANS,580,4V4NC9EJ3HN958913,2017,Volvo VNL
BJJ ENTERPRISES,581,3AKJHHDR8LSLK0039,2020,Freightliner Cascadia
SL LOGISTICS LLC,5814,4V4NC9EJ4GN945814,2016,Volvo VNL
BRAVO,581925,3AKJHHDR3NSNT7520,2022,Freightliner Cascadia
Midstate Trucking LLC,585,4V4NC9EJ5RN624576,2024,Volvo Truck VNL
ORM LOGISTICS LLC,5858,4V4NC9EH7FN910633,2015,Volvo VNL
HOMELAND TRANSPORTATION INC,587,5V8VC5325RM407578,2024,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
FRONTLINE EXPRESS,587,5V8VC5325RM407578,2024,Vanguard National Trailer Corporation (vntc) VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
YAYA CARGO EXPRESS,5870,46VGX4027H6055870,2017,"Trans National Trailers, Inc."
EAGLE EYE,587177,4V4NC9EH1PN329615,2023,Volvo VNL
NOOR EXPRESS LOGISTICS INC,588162,4V4NC9EHXPN329774,2023,Volvo VNL
ARDOS LOGISTICS,5882,3AKJHHDR5KSHU5882,2019,Freightliner Cascadia
GAMBOA LOGISTIC INC,5883,3AKJHHDR7KSHU5883,2019,Freightliner Cascadia
SINO EXP,590,1DW1A5326KBA24562,2019,Stoughton trailers Stoughton trailers
BIG DUCK TRUCKING,590101,3AKJHHDR4PSNS6139,2023,Freightliner Cascadia
GG CARGO,590929,3AKJHHFG2PSUB3832,2023,Freightliner Cascadia
LONG HAUL LLC,5916,3AKJHHDR8KSKB5916,2019,Freightliner Cascadia
Vanner,595,1FUJHHDR7MLMW0595,2021,Freightliner Cascadia
COSMIC CARGO,5954,3AKJHHDR5NSMY5954,2022,Freightliner Cascadia
EVEREST EXPRESS,595654,3AKJHHDR3PSUB6176,2023,Freightliner Cascadia
BJJ ENTERPRISES,597,1JJ 532D2EL793629,[BJJ,ENTERPRISES's Unit]
JAYKHUN CARGO LLC,6,1UYVS2537S3478112,2025,Utility Trailer Manufacturer Utility Trailer Manufacturer
AMERICAN TURBO,6,3AKJHHDR0KSHU7412,2019,Freightliner Cascadia
ROYCE LLC,60,4V4NC9EH9HN970299,2017,Volvo VNL
ROYCE LLC,60,4V4NC9TH07N439140,2007,Volvo VNL
Midstate Trucking LLC,600,4V4BC9EH4TN700778,2026,Volvo NEW VNL
ROYCE LLC,600,4V4NC9EH3LN242647,2020,Volvo VNL
Sharp System LLC,6004,5MAPA53258A014609,2008,Mac Trailer MAC TRAILER MANUFACTURING
ROYCE LLC,601,3HSDZTZR2KN121575,2019,International LT625
GG CARGO,6013,3AKJHHDR1KSKA0609,2019,Freightliner Cascadia
Progressive Carriers LLC.,6015,3AKJHHDR0RSUY6015,2024,Freightliner Cascadia
FRONTLINE EXPRESS,602,1UYVS2538N7566602,2022,Utility Trailer Manufacturer Utility Trailer Manufacturer
PINTO EXPRESS,602126,3H3V532C5JT184018,2018,Hyundai Translead Hyundai Translead Trailers
FRONTLINE EXPRESS,603,1UYVS253XN7566603,2022,Utility Trailer Manufacturer Utility Trailer Manufacturer
RADONA INC,603,3AKJHHDR1KSKF3603,2019,Freightliner Cascadia
MAD & MUS,6050,1FUJGLDR0GLGW7018,2016,Freightliner Cascadia
NHR GLOBAL,6050,3AKJGLDR0HSHM6050,2017,Freightliner Cascadia
ELECTRON TRANSPORTATION,6059,4V4NC9EH6LN246059,2020,Volvo VNL
ICONX INC,6059,4V4NC9EH6LN246059,2020,Volvo VNL
ROYCE LLC,606,3AKGHHDR6KSKB6606,2019,Freightliner Cascadia
US MEGA TRANSPORT,606,3AKJGLDV9HSJD8209,2017,Freightliner Cascadia
MANAGEWITHUS,6060,3AKJHHFG2LSLV3937,2020,Freightliner Cascadia
BROTHERS TRANSPORT LLC,6075,4V4NC9EH4LN246075,2020,Volvo VNL
SE SURHON EXPRESS LLC,6085,3AKJHHDR4KSGC6085,2019,Freightliner Cascadia
ATM TRANS INC,6085,3AKJHHDR4KSGC6085,2019,Freightliner Cascadia
ADVANCE TRANS INC,6085,3AKJHHDR6KSHU6085,2019,Freightliner Cascadia
LEF TRUCKING CO LLC,61,1XKYDP9X7KJ229261,2019,Kenworth T680
MYM CARGO EXPRESS,61,4V4NC9EJ9KN204552,2019,Volvo VNL
STL,61,4V4NC9EJ9KN204552,2019,Volvo VNL
ELECTRON TRANSPORTATION,6124,4V4NC9EJXLN266124,2020,Volvo VNL
ICONX INC,6124,4V4NC9EJXLN266124,2020,Volvo VNL
TURON TRANS,613,3AKJHHDR7JSJW3844,2018,"Freightliner New Cascadia 126 Sleepercab"""
BILATO LLC,6146,4V4NC9EH8FN914576,2015,Volvo VNL
BIG DUCK TRUCKING,616,3AKJHHDR1MSMG7851,2021,Freightliner Cascadia
Best Way Truck & Trailer Repair LLC,6185,1FUJHHDR6LLLL6185,2020,Freightliner Cascadia
A1A PRIME LOGISTICS,6187,1XKYDP9X7MJ396187,2021,Kenworth T680
LAMO TRANS CARGO,62,4V4NC9EH0KN872284,2019,Volvo VNL
MYM CARGO EXPRESS,62,4V4NC9EH0KN872284,2019,Volvo VNL
BILATO LLC,6211,4V4NC9TJ3LN253802,2020,Volvo VNL
ITF GROUP LLC,623594,1GR1P0624RJ623594,2024,Great Dane Trailers Great Dane Trailers
SUCCESSOR INC,6264,3AKJHHDR4RSUX6264,2024,Freightliner Cascadia
AMMAR EXPRESS LLC,627848,1DW1A5327KBA30600,2019,Stoughton trailers Stoughton trailers
PINTO EXPRESS,627848,1DW1A5327KBA30600,2019,Stoughton trailers Stoughton trailers
USA SILK WAY,6299,3AKJHHDR2RSUZ6299,2024,Freightliner Cascadia
EVEREST EXPRESS,63,1FUJHHDR2MLMZ2502,2021,Freightliner Cascadia
SMART EXPRESS,63,4V4NC9TG0DN135843,2013,Volvo VNL
VIP Global Inc.,6314,4V4NC9EH9HN976314,2017,Volvo VNL
VIP Global Inc.,6322,4V4NC9EH8HN976322,2017,Volvo VNL
VIP Global Inc.,6325,4V4NC9EH3HN9976325,2017,Volvo Truck VNL
Vanner,6330,3AKJHHDR4NSNC6330,2022,Freightliner Cascadia
VIP Global Inc.,6334,4V4NC9EH4HN976334,2017,Volvo VNL
D EXPRESS,634,3AKJHHDR0KSKC5078,2019,Freightliner Cascadia
CHALLENGER,63538,4V4WC9EGXLN239756,2020,Volvo VNR
CCG LOGISTICS INC,638317,1XPBD49X5RD638317,2024,Peterbilt 579
AMJI TRUCKING (DESIRE NIYONGABO),6387,1XPBDP9X0KD626387,2019,Peterbilt 579
MVN,6406,3AKJHHDR5NSNB6406,2022,Freightliner Cascadia
PRIME CARGO,642,4V4NC9EH7PN611642,2023,Volvo Truck VNL
USA SILK WAY,642086,4V4NC9EH5RN642086,2024,Volvo VNL
USA SILK WAY,642089,4V4NC9EH0RN642089,2024,Volvo VNL
KAVKAZ,6438,4V4NC9TH59N276438,2009,Volvo VNL
EAGLE EYE,6441,4V4NC9EH3NN606441,2022,Volvo VNL
TOJIK TRANS LLC,6457,4V4NC9EH6LN2266457,2020,Volvo Truck VNL
JOURNEY TRANSPORT,646,3AKJHHDR8JSJR7985,2018,Freightliner Cascadia
PRIME CARGO,6476,3AKJHHDR9PSUJ6476,2023,Freightliner Cascadia
KAMPF LOGISTICS LLC,6477,3AKJHHDR0PSUJ6477,2023,Freightliner Cascadia
PINTO EXPRESS,6518,1XKYD49XXNJ476518,2022,Kenworth T680
USA SILK WAY,6519,3AKJHHDR7NSNB6519,2022,Freightliner Cascadia
USA SILK WAY,6521,3AKJHHDR5NSNB6521,2022,Freightliner Cascadia
USA SILK WAY,6522,3AKJHHDR7NSNB6522,2022,Freightliner Cascadia
TURKISTAN INC,6527,1XKYD49X7NJ476427,2022,Kenworth T680
EAGLE EYE,6547,3AKJHHDR4PSMY6547,2023,Freightliner Cascadia
WHITE VOLVO,6572,4V4NC9EH7MN286572,2021,Volvo VNL
ARAVAN CARGO,66,4V4NC9EH1KN903834,2019,Volvo VNL
America teen Express LLc,6606,4V4NC9TK73N346606,2003,Volvo VNL
RAVONAK TRUCKING INC,6610,4V4NC9EH4PN620609,2023,Volvo VNL
FINAL TARGET,6611,1JJV532D4NL306611,2022,Wabash Vans Dry Van Duraplate
ORTEGA LOAD MASTER,6614,3AKJHHDR9LSLV6614,2020,Freightliner Cascadia
BARAN TRANSPORTATION INC,6614,3AKJHHDR9LSLV6614,2020,Freightliner Cascadia
KABONA TRANSPORTATION LLC,6614,3AKJHHDR9LSLV6614,2020,Freightliner Cascadia
JOURNEY TRANSPORT,664,3HSDZAPR8JN345522,2018,International LT625
HERMES CARGO LLC,6648,4V4NC9EH2LN226648,2020,Volvo VNL
876 LOGISTICS LLC,6666,3AKJGLDR2HSHL9830,2017,Freightliner Cascadia
VELIMET INC.,6666,4V4NC9EH8KN196666,2019,Volvo VNL
MUZAP,667,4V4NC9EH0FN920419,2015,Volvo VNL
GOLDMAN EXPRESS,6679,4V4NC9EH6LN226541,2020,Volvo VNL
JOURNEY TRANSPORT,668,1XKYD49X1KJ242537,2019,Kenworth T680
MARTIAN EXPRESS Inc.,6680,4V4NC9EH8LN226542,2020,Volvo VNL
BORDERLANDERS INC,6680,4V4NC9EH8LN226542,2020,Volvo VNL
MARTIAN EXPRESS Inc.,6685,4V4NC9EH6LN226619,2020,Volvo VNL
Ameri Star Express LLC,670,4V4NC9EJ7GN948481,2016,Volvo VNL
TIME MARK LLC,6700,1XKYDP9X9MJ456700,2021,Kenworth T680
LISLE CARGO INC,67583,5MAPA5321RA067583,2024,Mac Trailer Manufacturing MAC TRAILER MANUFACTURING
GOLDWAY TRANS,68,1XKYDP9X3PJ235419,2023,Kenworth T680
RUSS EXPRESS LLC,680,4V4NC9EH9KN204838,2019,Volvo VNL
VIP Global Inc.,6815,4V4NC9EJ99N276815,2009,Volvo VNL
SUPERB,6815,4V4NC9EJ99N276815,2009,Volvo VNL
DQ EXPRESS,6851,1FUJHHDR5LLLJ6851,2020,Freightliner Cascadia
ASCON GROUP INC,69,4V4NC9EG2EN175565,2014,Volvo VNL
Amex Transport Inc.,69,4V4NC9EG3GN942052,2016,Volvo VNL
YTRUCKING,6947,4V4NC9EG5HN976947,2017,Volvo VNL
GOLDMAN TRUCKING LLC,6947,4V4NC9EG5HN976947,2017,Volvo VNL
PISTONS TRUCKING LLC,6947,4V4NC9EG5HN976947,2017,Volvo VNL
PINTO EXPRESS,6956,1XPBD49X7ND766956,2022,Peterbilt 579
TRANGESA TRUCKING,7,1UYVS2537K6542681,2019,Utility Trailer Manufacturer Utility Trailer Manufacturer
TRANGESA TRUCKING INC,7,1UYVS2537K6542681,2019,Utility Trailer Manufacturer Utility Trailer Manufacturer
GG CARGO,7,3AKJHHDR1LSLH1748,2020,Freightliner Cascadia
Leon Muz Trucking Inc,7,4V4NC9EH3EN165443,2014,Volvo VNL
DA CARGO,7,4V4NC9TG8CN535423,2012,Volvo VNL
RAHITA LLC,70,4V4NC9EH5HN970283,2017,Volvo VNL
ROYCE LLC,70,4V4NC9EH5HN970283,2017,Volvo VNL
EAGLE EYE,700,3AKJHHDR1PSLK3421,2023,Freightliner Cascadia
DA CARGO,700,3AKJHHDR6PSNG7917,2023,Freightliner Cascadia
ZERO MAX Inc,700,3AKJHHDR9KSKH7616,2019,Freightliner Cascadia
BEK Trans,700,4V4NC9EH0NN298497,2022,Volvo VNL
SHOD TRANS LLC,700,4V4NC9EH0NN298497,2022,Volvo VNL
TRANSWORLD TRUCKING LLC,700,4V4NC9EH4JN896845,2018,Volvo VNL
PASSAGE TRANSPORTATION,700,4V4NC9EH5LN222240,2020,Volvo VNL
ROYCE LLC,7000,4V4NC9EJ5RN632502,2024,Volvo VNL
PROUD EAGLE INC.,7001,4V4NC9EH1HN973018,2017,Volvo VNL
ITF GROUP LLC,700283,3AKJHHDR6RSUG4600,2024,Freightliner Cascadia
ITF GROUP LLC,700287,3AKJHHDR3RSUG4604,2024,Freightliner Cascadia
ITF GROUP LLC,700289,3AKJHHDR7RSUG4606,2024,Freightliner Cascadia
SAFE AND SECURE,7007,4V4NC9EH7KN203204,2019,Volvo VNL
BMB,7007,4V4NC9EH7KN203204,2019,Volvo VNL
MK PREMIER INC,7007,5V8VC5329HM703668,2017,VNTC VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
EVEREST EXPRESS,701,1FUJGLD59GLHL6706,2016,Freightliner Cascadia
PGH EXPRESS,701,3AKJGLDR0HSGP5299,2017,Freightliner Cascadia
Jnd,701,3AKJHHDR2LSLH2441,2020,Freightliner Cascadia
ARMORHAND LOGICTICS IMC,701,3AKJHHDR4NSMY6206,2022,Freightliner Cascadia
ZERO MAX Inc,701,3AKJHHDV3NSNC1004,2022,Freightliner Cascadia
MARTIAN EXPRESS Inc.,701,3AKJHHDV3NSNC1004,2022,Freightliner New Cascadia 126
ROYCE LLC,701,4V4NC9EH2KN193648,2019,Volvo VNL
BORDERLANDERS INC,701,4V4NC9EH2KN195237,2019,Volvo VNL
ORM LOGISTICS LLC,701,4V4NC9EH2NN607838,2022,Volvo VNL
ILMFREIGHT INC,701,4V4NC9EH2NN607838,2022,Volvo VNL
MR TRANSPORT  LLC,701,4V4NC9EH2NN607838,2022,Volvo VNL
OLDCITYEXPRSS,701,4V4NC9EH7GN966928,2016,Volvo VNL
ROYCE LLC,701,4V4NC9EH8GN944243,2016,Volvo VNL
VAMAR,701,4V4NC9EH8LN230980,2020,Volvo VNL
ZERO MAX Inc,702,3AKJHHDV7NSNC1006,2022,Freightliner Cascadia
BEK Trans,702,4V4NC9EH2FN918428,2015,Volvo VNL
ZONE LLC,7020,4V4NC9EH4NN311302,2022,Volvo VNL
MZ CARGO,7024,4V4NC9EGXJN997024,2018,Volvo VNL
USAN ROAD LLC,702432,5V8VC5328HM702432,2017,VNTC VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
INKAS,7026,4V4NC9EH4FN912548,2015,Volvo VNL
POSTMAN CARGO INC,702650,5V8VC5327HM702650,2017,VNTC VANGUARD NATIONAL TRAILER CORPORATION (VNTC)
DA CARGO,703,3AKJHHDR7MSMS3809,2021,Freightliner Cascadia
TRUMBULL TRANSPORT INC,703,3AKJHHDR9MSME8223,2021,Freightliner Cascadia
ZERO MAX Inc,703,3AKJHHDV8PSUF4791,2023,Freightliner Cascadia
ODN  TRANS,703,4V4NC9EH8GN934778,2016,Volvo VNL
SHOD TRANS LLC,703,4V4NC9EH8GN934778,2016,Volvo VNL
SPEEDEL CARGO,7032,4V4NC9EH1CN559245,2012,Volvo VNL
ZERO MAX Inc,704,3AKJHHDV6PSUF4790,2023,Freightliner Cascadia
DA CARGO,704,3AKJHHFG5KSLM4728,2019,Freightliner Cascadia
GOLDEN BRAUN LLC.,7041,3AKJHHD19KSKF4475,2019,"Freightliner New Cascadia 126 Sleepercab"""
DEADHEAD TRUCKING,704652,1JJV532W87L095501,2007,Wabash National Corporation Wabash National Corporation
EB INFINITY INC,704652,1JJV532W87L095501,2007,Wabash National Corporation Wabash National Corporation
STAR LINE TRANSPORT,704652,1JJV532W87L095501,2007,Wabash National Corporation Wabash National Corporation
YOKUB,705,3AKJGLDR6HSHC1987,2017,Freightliner Cascadia
GOLDMAN EXPRESS,705,3AKJGLDR6HSHC1987,2017,Freightliner Cascadia
TRUMBULL TRANSPORT INC,705,3AKJHHDR3PSLK3369,2023,Freightliner Cascadia
BEK Trans,705,3ALXFB000LDMJ0801,2020,Freightliner Coronado
SPEEDEL CARGO,7054,4V4NC9EH8FN914576,2015,Volvo VNL
BEK Trans,706,1FUJGLDR2CSBJ3673,2012,Freightliner Cascadia
FREIGHT ZONE,706,3AKJHHDR5JSJP4518,2018,Freightliner Cascadia
AL-AMIN TRANSPORTATION LLC,706,3AKJHHDR9JSJJ0773,2018,Freightliner Cascadia
ZAKIROV BUSINESS,7060,3AKJHHDR6KSHU7060,2019,Freightliner Cascadia
AL-AMIN TRANSPORTATION LLC,7063,4V4NC9EH6PN337063,2023,Volvo VNL
BORDERLANDERS INC,707,1FUJHHDR5LLLU9302,2020,"Freightliner New Cascadia 126 Sleepercab"""
HUMO Transportation Services,707,3AKJGLD51FSGJ2545,2015,Freightliner Cascadia
STL,707,3AKJGLD56GSGX7683,2016,Freightliner Cascadia
KIDD EXPRESS,707,3AKJGLD56GSGX7683,2016,Freightliner Cascadia
ITF GROUP LLC,707,3AKJGLD56GSGX7683,2016,Freightliner Cascadia
MAD & MUS,707,3AKJGLDR1HSHZ6813,2017,Freightliner Cascadia
Progressive Carriers LLC.,707,3AKJHHDR1MSMR8232,2021,"Freightliner New Cascadia 126 Sleepercab"""
STRAIGHT CARGO,707,3AKJHHDR2JSJJ1506,2018,Freightliner Cascadia
GOLDEN TOUCH LOGISTICS LLC,707,3AKJHHDR2LSLP9149,2020,Freightliner Cascadia
LISLE CARGO INC,707,3AKJHHDR9KSKP9936,2019,Freightliner Cascadia
CRANK AND GO,707,4V4NC9EH1HN984665,2017,Volvo VNL
ADRENALINE TRANS LLC,707,4V4NC9EH1HN992071,2017,Volvo VNL
GOLDMAN EXPRESS,707,4V4NC9EH3GN956669,2016,Volvo VNL
FALCON CARGO LLC,707,4V4NC9EH6NN309826,2022,Volvo VNL
AL-AMIN TRANSPORTATION LLC,707,4V4NC9EHXJN888880,2018,Volvo VNL
BEDFORD EXPRESS LLC,707,4V4NC9EHXMN286579,2021,Volvo VNL
C L SCOTT,707,4V4NC9EHXMN286579,2021,Volvo VNL
AL-AMIN TRANSPORTATION LLC,707,4V4NC9EJ0JN895503,2018,Volvo VNL
